Date,Time,Result
2025-12-23,22:16:04.809226,NOT OK
2025-12-23,22:16:04.909803,NOT OK
2025-12-23,22:16:05.052384,NOT OK
2025-12-23,22:16:05.160289,NOT OK
2025-12-23,22:16:05.220802,NOT OK
2025-12-23,22:16:05.318266,NOT OK
2025-12-23,22:16:05.514455,NOT OK
2025-12-23,22:16:05.706616,NOT OK
2025-12-23,22:16:05.898366,NOT OK
2025-12-23,22:16:06.118594,NOT OK
2025-12-23,22:16:06.213059,NOT OK
2025-12-23,22:16:06.306867,NOT OK
2025-12-23,22:16:06.422524,NOT OK
2025-12-23,22:16:06.526182,NOT OK
2025-12-23,22:16:06.612417,NOT OK
2025-12-23,22:16:06.692167,NOT OK
2025-12-23,22:16:06.792371,NOT OK
2025-12-23,22:16:06.899939,NOT OK
2025-12-23,22:16:07.006792,NOT OK
2025-12-23,22:16:07.102739,NOT OK
2025-12-23,22:16:07.290561,NOT OK
2025-12-23,22:16:07.592882,NOT OK
2025-12-23,22:16:08.588317,NOT OK
2025-12-23,22:16:09.049136,NOT OK
2025-12-23,22:16:09.367346,NOT OK
2025-12-23,22:16:09.673206,NOT OK
2025-12-23,22:16:09.926877,NOT OK
2025-12-23,22:16:10.210671,NOT OK
2025-12-23,22:16:10.517594,NOT OK
2025-12-23,22:16:10.874716,NOT OK
2025-12-23,22:16:11.029208,NOT OK
2025-12-23,22:16:11.117925,NOT OK
2025-12-23,22:16:11.220552,NOT OK
2025-12-23,22:16:11.373270,NOT OK
2025-12-23,22:16:11.564940,NOT OK
2025-12-23,22:16:11.670471,NOT OK
2025-12-23,22:16:11.769992,NOT OK
2025-12-23,22:16:11.871698,NOT OK
2025-12-23,22:16:11.974144,NOT OK
2025-12-23,22:16:12.071800,NOT OK
2025-12-23,22:16:12.223835,NOT OK
2025-12-23,22:16:12.373084,NOT OK
2025-12-23,22:16:12.497284,NOT OK
2025-12-23,22:16:12.660940,NOT OK
2025-12-23,22:16:12.763381,NOT OK
2025-12-23,22:16:12.908433,NOT OK
2025-12-23,22:16:13.262662,NOT OK
2025-12-23,22:16:13.452404,NOT OK
2025-12-23,22:16:13.623870,NOT OK
2025-12-23,22:16:13.897755,NOT OK
2025-12-23,22:16:14.211652,NOT OK
2025-12-23,22:16:14.332102,NOT OK
2025-12-23,22:16:14.436562,NOT OK
2025-12-23,22:16:14.638584,NOT OK
2025-12-23,22:16:14.801871,NOT OK
2025-12-23,22:16:15.011668,NOT OK
2025-12-23,22:16:15.144099,NOT OK
2025-12-23,22:16:15.239275,NOT OK
2025-12-23,22:16:15.349738,NOT OK
2025-12-23,22:16:15.459883,NOT OK
2025-12-23,22:16:15.604233,NOT OK
2025-12-23,22:16:15.686916,NOT OK
2025-12-23,22:16:15.902355,NOT OK
2025-12-23,22:16:16.134971,NOT OK
2025-12-23,22:16:16.248144,NOT OK
2025-12-23,22:16:16.434589,NOT OK
2025-12-23,22:16:16.504263,NOT OK
2025-12-23,22:16:16.593081,NOT OK
2025-12-23,22:16:16.690708,NOT OK
2025-12-23,22:16:16.796295,NOT OK
2025-12-23,22:16:16.891095,NOT OK
2025-12-23,22:16:16.988597,NOT OK
2025-12-23,22:16:17.092827,NOT OK
2025-12-23,22:16:17.194928,NOT OK
2025-12-23,22:16:17.326941,NOT OK
2025-12-23,22:16:17.403685,NOT OK
2025-12-23,22:16:17.527669,NOT OK
2025-12-23,22:16:17.803708,NOT OK
2025-12-23,22:16:17.973564,NOT OK
2025-12-23,22:16:18.132148,NOT OK
2025-12-23,22:16:18.244236,NOT OK
2025-12-23,22:16:18.342757,NOT OK
2025-12-23,22:16:18.407852,NOT OK
2025-12-23,22:16:18.502789,NOT OK
2025-12-23,22:16:18.583839,NOT OK
2025-12-23,22:16:18.680985,NOT OK
2025-12-23,22:16:18.733714,NOT OK
2025-12-23,22:16:18.769815,NOT OK
2025-12-23,22:16:18.865021,NOT OK
2025-12-23,22:16:18.905478,NOT OK
2025-12-23,22:16:18.973775,NOT OK
2025-12-23,22:16:19.073204,NOT OK
2025-12-23,22:16:19.165545,NOT OK
2025-12-23,22:16:19.208093,NOT OK
2025-12-23,22:16:19.284169,NOT OK
2025-12-23,22:16:19.325589,NOT OK
2025-12-23,22:16:19.368667,NOT OK
2025-12-23,22:16:19.487155,NOT OK
2025-12-23,22:16:19.569634,NOT OK
2025-12-23,22:16:19.663883,NOT OK
2025-12-23,22:16:19.769523,NOT OK
2025-12-23,22:16:19.824275,NOT OK
2025-12-23,22:16:19.874682,NOT OK
2025-12-23,22:16:19.924828,NOT OK
2025-12-23,22:16:20.053183,NOT OK
2025-12-23,22:16:20.313862,NOT OK
2025-12-23,22:16:20.522720,NOT OK
2025-12-23,22:16:20.662850,NOT OK
2025-12-23,22:16:20.818121,NOT OK
2025-12-23,22:16:20.963368,NOT OK
2025-12-23,22:16:21.160025,NOT OK
2025-12-23,22:16:21.236114,NOT OK
2025-12-23,22:16:21.337150,NOT OK
2025-12-23,22:16:21.451658,NOT OK
2025-12-23,22:16:21.525047,NOT OK
2025-12-23,22:16:21.629892,NOT OK
2025-12-23,22:16:21.710399,NOT OK
2025-12-23,22:16:21.959415,NOT OK
2025-12-23,22:16:22.114999,NOT OK
2025-12-23,22:16:22.222002,NOT OK
2025-12-23,22:16:22.324683,NOT OK
2025-12-23,22:16:22.423404,NOT OK
2025-12-23,22:16:22.507368,NOT OK
2025-12-23,22:16:22.600581,NOT OK
2025-12-23,22:16:22.783994,NOT OK
2025-12-23,22:16:22.940139,NOT OK
2025-12-23,22:17:36.867151,NOT OK
2025-12-23,22:17:37.309292,NOT OK
2025-12-23,22:17:37.596580,NOT OK
2025-12-23,22:17:37.804208,NOT OK
2025-12-23,22:17:37.919345,NOT OK
2025-12-23,22:17:37.992629,NOT OK
2025-12-23,22:17:38.120694,NOT OK
2025-12-23,22:17:38.165754,NOT OK
2025-12-23,22:17:38.197576,NOT OK
2025-12-23,22:17:38.245829,NOT OK
2025-12-23,22:17:38.298780,NOT OK
2025-12-23,22:17:38.356098,NOT OK
2025-12-23,22:17:38.406983,NOT OK
2025-12-23,22:17:38.481432,NOT OK
2025-12-23,22:17:38.519750,NOT OK
2025-12-23,22:17:38.572120,NOT OK
2025-12-23,22:17:38.602204,NOT OK
2025-12-23,22:17:38.680229,NOT OK
2025-12-23,22:17:38.711697,NOT OK
2025-12-23,22:17:38.781093,NOT OK
2025-12-23,22:17:38.822333,NOT OK
2025-12-23,22:17:38.910432,NOT OK
2025-12-23,22:17:38.941838,NOT OK
2025-12-23,22:17:39.039878,NOT OK
2025-12-23,22:17:39.125764,NOT OK
2025-12-23,22:17:39.231865,NOT OK
2025-12-23,22:17:39.455707,NOT OK
2025-12-23,22:17:39.542056,NOT OK
2025-12-23,22:17:39.597887,NOT OK
2025-12-23,22:17:39.649563,NOT OK
2025-12-23,22:17:39.707884,NOT OK
2025-12-23,22:17:39.774140,NOT OK
2025-12-23,22:17:39.812250,NOT OK
2025-12-23,22:17:39.909533,NOT OK
2025-12-23,22:17:39.955147,NOT OK
2025-12-23,22:17:40.047512,NOT OK
2025-12-23,22:17:40.147326,NOT OK
2025-12-23,22:17:40.241535,NOT OK
2025-12-23,22:17:40.279225,NOT OK
2025-12-23,22:17:40.336043,NOT OK
2025-12-23,22:17:40.372874,NOT OK
2025-12-23,22:17:40.427319,NOT OK
2025-12-23,22:17:40.538538,NOT OK
2025-12-23,22:17:40.668961,NOT OK
2025-12-23,22:17:40.799449,NOT OK
2025-12-23,22:17:40.985220,NOT OK
2025-12-23,22:17:41.223951,NOT OK
2025-12-23,22:17:41.629132,NOT OK
2025-12-23,22:17:41.926641,NOT OK
2025-12-23,22:17:42.780223,NOT OK
2025-12-23,22:17:42.987646,NOT OK
2025-12-23,22:17:43.167789,NOT OK
2025-12-23,22:17:43.333360,NOT OK
2025-12-23,22:17:43.479552,NOT OK
2025-12-23,22:17:43.566380,NOT OK
2025-12-23,22:17:43.717331,NOT OK
2025-12-23,22:17:43.909791,NOT OK
2025-12-23,22:17:44.027530,NOT OK
2025-12-23,22:17:44.171590,NOT OK
2025-12-23,22:17:44.363623,NOT OK
2025-12-23,22:17:44.461401,NOT OK
2025-12-23,22:17:44.554525,NOT OK
2025-12-23,22:17:44.672836,NOT OK
2025-12-23,22:17:44.758157,NOT OK
2025-12-23,22:17:44.913955,NOT OK
2025-12-23,22:17:45.011187,NOT OK
2025-12-23,22:17:45.128484,NOT OK
2025-12-23,22:17:45.175961,NOT OK
2025-12-23,22:17:45.237794,NOT OK
2025-12-23,22:17:45.282761,NOT OK
2025-12-23,22:17:45.370588,NOT OK
2025-12-23,22:17:45.407042,NOT OK
2025-12-23,22:17:45.497393,NOT OK
2025-12-23,22:17:45.604696,NOT OK
2025-12-23,22:17:45.678999,NOT OK
2025-12-23,22:17:45.776464,NOT OK
2025-12-23,22:17:45.864797,NOT OK
2025-12-23,22:17:45.958712,NOT OK
2025-12-23,22:17:46.113171,NOT OK
2025-12-23,22:17:46.251699,NOT OK
2025-12-23,22:17:46.748733,NOT OK
2025-12-23,22:17:47.105035,NOT OK
2025-12-23,22:17:47.594927,NOT OK
2025-12-23,22:17:47.693547,NOT OK
2025-12-23,22:17:47.806134,NOT OK
2025-12-23,22:17:47.866751,NOT OK
2025-12-23,22:17:47.929389,NOT OK
2025-12-23,22:17:47.977132,NOT OK
2025-12-23,22:17:48.110361,NOT OK
2025-12-23,22:17:48.273992,NOT OK
2025-12-23,22:17:48.459602,NOT OK
2025-12-23,22:17:48.649476,NOT OK
2025-12-23,22:17:48.847992,NOT OK
2025-12-23,22:17:49.150363,NOT OK
2025-12-23,22:17:49.695412,NOT OK
2025-12-23,22:17:49.980081,NOT OK
2025-12-23,22:17:50.285822,NOT OK
2025-12-23,22:17:50.495340,NOT OK
2025-12-23,22:17:50.658268,NOT OK
2025-12-23,22:17:50.824800,NOT OK
2025-12-23,22:17:50.920435,NOT OK
2025-12-23,22:17:51.025232,NOT OK
2025-12-23,22:17:51.119429,NOT OK
2025-12-23,22:17:51.234154,NOT OK
2025-12-23,22:17:51.367727,NOT OK
2025-12-23,22:17:51.625618,NOT OK
2025-12-23,22:17:51.882374,NOT OK
2025-12-23,22:17:51.989765,NOT OK
2025-12-23,22:17:52.076599,NOT OK
2025-12-23,22:17:52.195988,NOT OK
2025-12-23,22:17:52.234825,NOT OK
2025-12-23,22:17:52.325371,NOT OK
2025-12-23,22:17:52.437181,NOT OK
2025-12-23,22:17:52.590310,NOT OK
2025-12-23,22:17:52.781092,NOT OK
2025-12-23,22:17:52.973258,NOT OK
2025-12-23,22:17:53.018984,NOT OK
2025-12-23,22:17:53.086826,NOT OK
2025-12-23,22:17:53.124922,NOT OK
2025-12-23,22:17:53.164109,NOT OK
2025-12-23,22:17:53.223275,NOT OK
2025-12-23,22:17:53.274891,NOT OK
2025-12-23,22:17:53.336943,NOT OK
2025-12-23,22:17:53.406443,NOT OK
2025-12-23,22:17:53.451373,NOT OK
2025-12-23,22:17:53.562654,NOT OK
2025-12-23,22:17:53.605425,NOT OK
2025-12-23,22:17:53.649472,NOT OK
2025-12-23,22:17:53.688130,NOT OK
2025-12-23,22:17:53.730179,NOT OK
2025-12-23,22:17:53.793526,NOT OK
2025-12-23,22:17:53.887798,NOT OK
2025-12-23,22:17:53.963789,NOT OK
2025-12-23,22:17:54.102278,NOT OK
2025-12-23,22:17:54.262558,NOT OK
2025-12-23,22:17:54.463654,NOT OK
2025-12-23,22:17:54.811788,NOT OK
2025-12-23,22:17:55.010492,NOT OK
2025-12-23,22:17:55.163547,NOT OK
2025-12-23,22:17:55.320553,NOT OK
2025-12-23,22:17:55.418457,NOT OK
2025-12-23,22:17:55.562938,NOT OK
2025-12-23,22:17:55.700412,NOT OK
2025-12-23,22:17:56.014121,NOT OK
2025-12-23,22:17:56.285518,NOT OK
2025-12-23,22:17:56.421614,NOT OK
2025-12-23,22:17:56.525652,NOT OK
2025-12-23,22:17:56.608314,NOT OK
2025-12-23,22:17:56.647225,NOT OK
2025-12-23,22:17:56.747432,NOT OK
2025-12-23,22:17:56.857049,NOT OK
2025-12-23,22:17:57.019655,NOT OK
2025-12-23,22:17:57.545217,NOT OK
2025-12-23,22:17:57.855480,NOT OK
2025-12-23,22:17:58.626972,NOT OK
2025-12-23,22:18:00.473709,NOT OK
